    411 0
      1 0.000096
      1 0.000272
      1 0.000454
      1 0.001015
      1 0.001086
      1 0.001272
      1 0.001297
      1 0.00203
      1 0.00342
      1 0.003938
      1 0.005405
      1 0.005939
      1 0.006265
      2 0.00705
      1 0.008013
      1 0.008127
      1 0.008368
      1 0.010183
      1 0.011161
      1 0.011477
      1 0.011519
      1 0.01437
      2 0.01586
      1 0.01682
      1 0.017804
      1 0.019404
      1 0.02006
      1 0.02112
      1 0.022598
      1 0.022958
      1 0.023574
      1 0.025787
      2 0.026033
      1 0.026142
      1 0.027101
      1 0.027433
      1 0.028202
      1 0.029603
      2 0.029728
      1 0.030541
      1 0.033328
      1 0.033745
      1 0.03465
      1 0.035091
      1 0.035928
      1 0.038809
      1 0.039207
      1 0.043101
      1 0.043412
      1 0.043689
      1 0.045246
      1 0.04525
      1 0.045651
      1 0.046836
      1 0.047738
      1 0.05093
      1 0.051097
      1 0.054238
      1 0.057758
      1 0.061366
      1 0.06275
      1 0.062932
      1 0.063383
      1 0.065264
      1 0.06582
      1 0.067329
      1 0.067491
      1 0.067985
      1 0.069238
      1 0.069802
      1 0.07089
      1 0.07115
      1 0.072117
      1 0.073065
      1 0.075776
      1 0.083675
      1 0.085119
      1 0.085388
      1 0.090147
      1 0.090917
      1 0.092344
      1 0.093418
      1 0.094851
      1 0.094893
      1 0.095389
      1 0.095517
      1 0.097114
      1 0.098043
      1 0.10032
      1 0.101236
      1 0.10297
      1 0.104451
      1 0.104707
      1 0.107078
      1 0.107981
      1 0.108386
      1 0.108948
      1 0.109327
      2 0.110174
      1 0.110887
      1 0.112122
      1 0.112383
      1 0.11243
      1 0.112454
      1 0.114698
      1 0.115369
      1 0.115974
      1 0.118271
      1 0.11964
      1 0.119643
      1 0.120165
      1 0.121585
      1 0.127425
      1 0.128342
      1 0.128548
      1 0.129163
      1 0.129178
      1 0.129902
      1 0.130417
      1 0.131371
      1 0.132629
      1 0.133398
      1 0.139159
      1 0.139808
      2 0.143955
      1 0.144627
      1 0.14495
      1 0.145687
      1 0.146919
      1 0.148628
      1 0.15136
      1 0.152713
      1 0.155579
      1 0.159255
      1 0.162083
      1 0.162279
      1 0.165269
      1 0.165422
      1 0.167086
      1 0.167125
      1 0.167943
      1 0.170452
      1 0.17048
      1 0.174475
      1 0.174692
      1 0.1768
      1 0.178023
      1 0.178856
      1 0.178976
      1 0.180158
      1 0.180276
      1 0.181324
