     33 1.0
      1 1.003566
      1 1.005578
      1 1.00876
      1 1.031149
      1 1.036159
      1 1.036414
      1 1.052699
      1 1.053534
      1 1.063449
      1 1.064162
      1 1.067909
      1 1.078529
      1 1.081585
      1 1.0816
      1 1.096455
      1 1.108663
      1 1.116068
      1 1.118436
      1 1.122127
      1 1.123672
      1 1.123939
      1 1.133844
      1 1.140615
      1 1.142468
      1 1.164062
      1 1.168856
      1 1.188089
      1 1.202075
      1 1.203754
      1 1.204855
      1 1.206276
      1 1.212908
      1 1.21498
      1 1.220024
      1 1.261288
      1 1.263216
      1 1.264234
      1 1.270448
      1 1.276858
      1 1.27785
      1 1.289315
      1 1.303878
      1 1.306844
      1 1.31415
      1 1.317729
      1 1.321028
      1 1.3307
      1 1.34138
      1 1.344854
      1 1.362441
      1 1.368978
      1 1.369529
      1 1.387489
      1 1.392665
      1 1.397468
      1 1.412566
      1 1.428289
      1 1.431346
      1 1.443674
      1 1.450218
      1 1.451337
      1 1.452524
      1 1.455602
      1 1.457758
      1 1.469384
      1 1.475906
      1 1.482722
      1 1.4925
      1 1.492834
      1 1.517912
      1 1.518966
      1 1.521604
      1 1.522001
      1 1.524428
      1 1.528331
      1 1.537505
      1 1.557287
      1 1.562804
      1 1.567101
      1 1.570089
      1 1.572036
      1 1.57223
      1 1.585183
      1 1.588114
      1 1.588782
      1 1.592183
      1 1.595746
      1 1.601236
      1 1.617093
      1 1.620845
      1 1.624366
      1 1.626369
      1 1.631144
      1 1.642241
      1 1.649974
      1 1.650505
      1 1.653081
      1 1.655684
      1 1.687569
      1 1.69427
      1 1.70825
      1 1.712848
      1 1.718156
      1 1.729824
      1 1.735664
      1 1.750809
      1 1.75375
      1 1.754401
      1 1.757466
      1 1.758394
      1 1.760038
      1 1.766849
      1 1.771693
      1 1.773265
      1 1.780746
      1 1.786841
      1 1.794825
      1 1.800122
      1 1.813234
      1 1.826885
      1 1.834155
      1 1.836554
      1 1.83746
      1 1.84199
      1 1.851262
      1 1.853314
      1 1.868212
      1 1.871213
      1 1.874935
      1 1.878251
      1 1.880534
      1 1.882235
      1 1.887951
      1 1.889199
      1 1.889883
      1 1.893428
      1 1.897796
      1 1.899116
      1 1.899793
      1 1.901611
      1 1.904732
      1 1.906194
      1 1.910176
      1 1.918251
      1 1.924632
      1 1.925064
      1 1.936479
      1 1.94313
      1 1.947405
      1 1.947495
      1 1.950742
      1 1.952987
      1 1.961069
      1 1.961347
      1 1.963965
      1 1.967061
      1 1.972545
      1 1.973499
      1 1.975675
      1 1.977298
      1 1.979944
      1 1.989905
      1 1.99124
      1 1.992889
      1 1.993101
      1 1.994679
      1 1.996638
      1 1.996646
      1 1.99953
    581 2.0
      1 2.000466
      1 2.002076
      1 2.002564
      1 2.002784
      1 2.002796
      1 2.003951
      1 2.004146
      1 2.007845
      1 2.008245
      1 2.008656
      1 2.00876
      1 2.009952
      1 2.01054
      1 2.010684
      1 2.011656
      1 2.013782
      1 2.014194
      1 2.015258
      1 2.01695
      1 2.019674
      1 2.020502
      1 2.020785
      1 2.02091
      1 2.021446
      1 2.02472
      1 2.025479
      1 2.027574
      1 2.028225
      1 2.028571
      1 2.029634
      1 2.030256
      1 2.031185
      1 2.031246
      1 2.032883
      1 2.033745
      1 2.03414
      1 2.036613
      1 2.037042
      1 2.037585
      1 2.041376
      1 2.042762
      1 2.043359
      1 2.044326
      1 2.045027
      1 2.04516
      1 2.046651
      1 2.047069
      1 2.048216
      1 2.048582
      1 2.048962
      1 2.049112
      1 2.050619
      1 2.051283
      1 2.052152
      1 2.052932
      1 2.055209
      1 2.05687
      1 2.058687
      1 2.059138
      1 2.060922
      1 2.061384
      1 2.061461
      1 2.061952
      1 2.061969
      1 2.065752
      1 2.067817
      1 2.068834
      1 2.069267
      1 2.070964
      1 2.071622
      1 2.073224
      1 2.074843
      1 2.075321
      1 2.076689
      1 2.078082
      1 2.081238
      1 2.086093
      1 2.086898
      1 2.08841
      1 2.08868
      1 2.09283
      1 2.094184
      1 2.09449
      1 2.09663
      1 2.097373
      1 2.100177
      1 2.103335
      1 2.104105
      1 2.104772
      1 2.107854
      1 2.108163
      1 2.108638
      1 2.108711
      1 2.109162
      1 2.111887
      1 2.113843
      1 2.116432
      1 2.117121
      1 2.119643
